9,3,1,9,0,5,5,0,1,2,26,30,0,1
9,3,1,9,0,5,5,1,1,2,26,30,0,1
9,3,1,9,0,5,5,2,1,2,26,30,0,1
9,3,1,9,0,5,5,3,1,2,26,30,0,1
9,3,1,9,0,5,5,4,1,2,26,30,0,1
9,3,1,9,1,5,5,0,1,2,26,30,0,1
9,3,1,9,1,5,5,1,1,2,26,30,0,1
9,3,1,9,1,5,5,2,1,2,26,30,0,1
9,3,1,9,1,5,5,3,1,2,26,30,0,1
9,3,1,9,1,5,5,4,1,2,26,30,0,1
9,3,1,9,2,5,5,0,1,2,26,30,0,0
9,3,1,9,2,5,5,1,1,2,26,30,0,0
9,3,1,9,2,5,5,2,1,2,26,30,0,0
9,3,1,9,2,5,5,3,1,2,26,30,0,0
9,3,1,9,2,5,5,4,1,2,26,30,0,0
9,3,1,9,3,5,5,0,1,2,26,30,0,1
9,3,1,9,3,5,5,1,1,2,26,30,0,1
9,3,1,9,3,5,5,2,1,2,26,30,0,1
9,3,1,9,3,5,5,3,1,2,26,30,0,1
9,3,1,9,3,5,5,4,1,2,26,30,0,1
9,3,1,9,4,5,5,0,1,2,26,30,0,1
9,3,1,9,4,5,5,1,1,2,26,30,0,1
9,3,1,9,4,5,5,2,1,2,26,30,0,1
9,3,1,9,4,5,5,3,1,2,26,30,0,1
9,3,1,9,4,5,5,4,1,2,26,30,0,1
9,3,1,9,5,5,5,0,1,2,26,30,0,1
9,3,1,9,5,5,5,1,1,2,26,30,0,1
9,3,1,9,5,5,5,2,1,2,26,30,0,1
9,3,1,9,5,5,5,3,1,2,26,30,0,1
9,3,1,9,5,5,5,4,1,2,26,30,0,1
9,3,1,9,6,5,5,0,1,2,26,30,0,1
9,3,1,9,6,5,5,1,1,2,26,30,0,1
9,3,1,9,6,5,5,2,1,2,26,30,0,1
9,3,1,9,6,5,5,3,1,2,26,30,0,1
9,3,1,9,6,5,5,4,1,2,26,30,0,1
2,2,7,12,0,10,4,0,1,13,21,37,30,0
2,2,7,12,0,10,4,1,1,13,21,37,30,0
2,2,7,12,0,10,4,2,1,13,21,37,30,1
2,2,7,12,0,10,4,3,1,13,21,37,30,1
2,2,7,12,0,10,4,4,1,13,21,37,30,0
2,2,7,12,1,10,4,0,1,13,21,37,30,0
2,2,7,12,1,10,4,1,1,13,21,37,30,0
2,2,7,12,1,10,4,2,1,13,21,37,30,1
2,2,7,12,1,10,4,3,1,13,21,37,30,1
2,2,7,12,1,10,4,4,1,13,21,37,30,0
2,2,7,12,2,10,4,0,1,13,21,37,30,0
2,2,7,12,2,10,4,1,1,13,21,37,30,0
2,2,7,12,2,10,4,2,1,13,21,37,30,1
2,2,7,12,2,10,4,3,1,13,21,37,30,1
2,2,7,12,2,10,4,4,1,13,21,37,30,0
2,2,7,12,3,10,4,0,1,13,21,37,30,0
2,2,7,12,3,10,4,1,1,13,21,37,30,0
2,2,7,12,3,10,4,2,1,13,21,37,30,1
2,2,7,12,3,10,4,3,1,13,21,37,30,1
2,2,7,12,3,10,4,4,1,13,21,37,30,0
2,2,7,12,4,10,4,0,1,13,21,37,30,0
2,2,7,12,4,10,4,1,1,13,21,37,30,0
2,2,7,12,4,10,4,2,1,13,21,37,30,1
