9,4,62,7,2,1,5,3,1,52,37,53,0,1
9,4,62,7,2,1,5,3,1,52,37,53,1,1
9,4,62,7,2,1,5,3,1,52,37,53,2,1
9,4,62,7,2,1,5,3,1,52,37,53,3,1
9,4,62,7,2,1,5,3,1,52,37,53,4,1
9,4,62,7,2,1,5,3,1,52,37,53,5,1
9,4,62,7,2,1,5,3,1,52,37,53,6,1
9,4,62,7,2,1,5,3,1,52,37,53,7,1
9,4,62,7,2,1,5,3,1,52,37,53,8,1
9,4,62,7,2,1,5,3,1,52,37,53,9,1
9,4,62,7,2,1,5,3,1,52,37,53,10,0
9,4,62,7,2,1,5,3,1,52,37,53,11,1
9,4,62,7,2,1,5,3,1,52,37,53,12,1
9,4,62,7,2,1,5,3,1,52,37,53,13,1
9,4,62,7,2,1,5,3,1,52,37,53,14,1
9,4,62,7,2,1,5,3,1,52,37,53,15,1
9,4,62,7,2,1,5,3,1,52,37,53,16,1
9,4,62,7,2,1,5,3,1,52,37,53,17,1
9,4,62,7,2,1,5,3,1,52,37,53,18,1
9,4,62,7,2,1,5,3,1,52,37,53,19,1
9,4,62,7,2,1,5,3,1,52,37,53,20,1
9,4,62,7,2,1,5,3,1,52,37,53,21,1
9,4,62,7,2,1,5,3,1,52,37,53,22,1
9,4,62,7,2,1,5,3,1,52,37,53,23,1
9,4,62,7,2,1,5,3,1,52,37,53,24,1
9,4,62,7,2,1,5,3,1,52,37,53,25,1
9,4,62,7,2,1,5,3,1,52,37,53,26,1
9,4,62,7,2,1,5,3,1,52,37,53,27,1
9,4,62,7,2,1,5,3,1,52,37,53,28,1
9,4,62,7,2,1,5,3,1,52,37,53,29,1
9,4,62,7,2,1,5,3,1,52,37,53,30,1
9,4,62,7,2,1,5,3,1,52,37,53,31,1
9,4,62,7,2,1,5,3,1,52,37,53,32,1
9,4,62,7,2,1,5,3,1,52,37,53,33,1
9,4,62,7,2,1,5,3,1,52,37,53,34,1
9,4,62,7,2,1,5,3,1,52,37,53,35,1
9,4,62,7,2,1,5,3,1,52,37,53,36,1
9,4,62,7,2,1,5,3,1,52,37,53,37,1
9,4,62,7,2,1,5,3,1,52,37,53,38,1
9,4,62,7,2,1,5,3,1,52,37,53,39,1
8,7,52,3,2,9,1,2,1,26,20,19,0,1
8,7,52,3,2,9,1,2,1,26,20,19,1,1
8,7,52,3,2,9,1,2,1,26,20,19,2,1
8,7,52,3,2,9,1,2,1,26,20,19,3,1
8,7,52,3,2,9,1,2,1,26,20,19,4,1
8,7,52,3,2,9,1,2,1,26,20,19,5,1
8,7,52,3,2,9,1,2,1,26,20,19,6,1
8,7,52,3,2,9,1,2,1,26,20,19,7,1
8,7,52,3,2,9,1,2,1,26,20,19,8,1
8,7,52,3,2,9,1,2,1,26,20,19,9,1
8,7,52,3,2,9,1,2,1,26,20,19,10,1
8,7,52,3,2,9,1,2,1,26,20,19,11,1
8,7,52,3,2,9,1,2,1,26,20,19,12,1
8,7,52,3,2,9,1,2,1,26,20,19,13,1
8,7,52,3,2,9,1,2,1,26,20,19,14,1
8,7,52,3,2,9,1,2,1,26,20,19,15,0
8,7,52,3,2,9,1,2,1,26,20,19,16,1
8,7,52,3,2,9,1,2,1,26,20,19,17,1
8,7,52,3,2,9,1,2,1,26,20,19,18,1
8,7,52,3,2,9,1,2,1,26,20,19,19,1
8,7,52,3,2,9,1,2,1,26,20,19,20,1
8,7,52,3,2,9,1,2,1,26,20,19,21,1
8,7,52,3,2,9,1,2,1,26,20,19,22,1
8,7,52,3,2,9,1,2,1,26,20,19,23,1
8,7,52,3,2,9,1,2,1,26,20,19,24,1
8,7,52,3,2,9,1,2,1,26,20,19,25,1
8,7,52,3,2,9,1,2,1,26,20,19,26,1
8,7,52,3,2,9,1,2,1,26,20,19,27,1
8,7,52,3,2,9,1,2,1,26,20,19,28,1
8,7,52,3,2,9,1,2,1,26,20,19,29,1
8,7,52,3,2,9,1,2,1,26,20,19,30,1
8,7,52,3,2,9,1,2,1,26,20,19,31,1
8,7,52,3,2,9,1,2,1,26,20,19,32,1
8,7,52,3,2,9,1,2,1,26,20,19,33,1
8,7,52,3,2,9,1,2,1,26,20,19,34,1
8,7,52,3,2,9,1,2,1,26,20,19,35,1
8,7,52,3,2,9,1,2,1,26,20,19,36,1
8,7,52,3,2,9,1,2,1,26,20,19,37,1
8,7,52,3,2,9,1,2,1,26,20,19,38,1
