1,40,3,3,27,1,0,1,0,2,2,2,0,0,1,0,2,2,0,0,1
1,40,3,3,27,1,0,1,0,2,2,2,1,0,1,0,2,2,0,0,1
1,40,3,3,27,1,0,1,0,2,2,2,2,0,1,0,2,2,0,0,1
1,40,3,3,27,1,0,1,0,2,2,2,3,0,1,0,2,2,0,0,1
1,40,3,3,27,1,0,1,0,2,2,2,4,0,1,0,2,2,0,0,1
1,40,3,3,27,1,0,1,0,2,2,2,5,0,1,0,2,2,0,0,1
1,40,3,3,27,1,0,1,0,2,2,2,6,0,1,0,2,2,0,0,1
1,40,3,3,27,1,0,1,0,2,2,2,7,0,1,0,2,2,0,0,1
1,40,3,3,27,1,0,1,0,2,2,2,8,0,1,0,2,2,0,0,1
1,40,3,3,27,1,0,1,0,2,2,2,9,0,1,0,2,2,0,0,1
1,40,3,3,27,1,0,1,0,2,2,2,10,0,1,0,2,2,0,0,1
1,40,3,3,27,1,0,1,0,2,2,2,11,0,1,0,2,2,0,0,1
1,40,3,3,27,1,0,1,0,2,2,2,12,0,1,0,2,2,0,0,1
1,40,3,3,27,1,0,1,0,2,2,2,13,0,1,0,2,2,0,0,1
1,40,3,3,27,1,0,1,0,2,2,2,14,0,1,0,2,2,0,0,0
1,40,3,3,27,1,0,1,0,2,2,2,15,0,1,0,2,2,0,0,0
1,40,3,3,27,1,0,1,0,2,2,2,16,0,1,0,2,2,0,0,0
1,40,3,3,27,1,0,1,0,2,2,2,17,0,1,0,2,2,0,0,0
1,40,3,3,27,1,0,1,0,2,2,2,18,0,1,0,2,2,0,0,0
1,40,3,3,27,1,0,1,0,2,2,2,19,0,1,0,2,2,0,0,0
1,40,3,3,27,1,0,1,0,2,2,2,20,0,1,0,2,2,0,0,0
1,40,3,3,27,1,0,1,0,2,2,2,21,0,1,0,2,2,0,0,0
1,40,3,3,27,1,0,1,0,2,2,2,22,0,1,0,2,2,0,0,0
1,40,3,3,27,1,0,1,0,2,2,2,23,0,1,0,2,2,0,0,0
1,40,3,3,27,1,0,1,0,2,2,2,24,0,1,0,2,2,0,0,0
1,40,3,3,27,1,0,1,0,2,2,2,25,0,1,0,2,2,0,0,0
1,40,3,3,27,1,0,1,0,2,2,2,26,0,1,0,2,2,0,0,0
1,40,3,3,27,1,0,1,0,2,2,2,27,0,1,0,2,2,0,0,0
1,40,3,3,27,1,0,1,0,2,2,2,28,0,1,0,2,2,0,0,0
1,40,3,3,27,1,0,1,0,2,2,2,29,0,1,0,2,2,0,0,0
1,40,3,3,27,1,0,1,0,2,2,2,30,0,1,0,2,2,0,0,1
1,40,3,3,27,1,0,1,0,2,2,2,31,0,1,0,2,2,0,0,1
1,40,3,3,27,1,0,1,0,2,2,2,32,0,1,0,2,2,0,0,1
