4,7,11,2,0,7,4,3,0,94,23,58,22,0
4,7,11,2,1,7,4,3,0,94,23,58,22,0
4,7,11,2,2,7,4,3,0,94,23,58,22,0
4,7,11,2,3,7,4,3,0,94,23,58,22,0
4,7,11,2,4,7,4,3,0,94,23,58,22,0
4,7,11,2,5,7,4,3,0,94,23,58,22,1
4,7,11,2,6,7,4,3,0,94,23,58,22,1
5,3,10,8,0,12,3,2,1,35,36,47,26,1
5,3,10,8,1,12,3,2,1,35,36,47,26,0
5,3,10,8,2,12,3,2,1,35,36,47,26,1
5,3,10,8,3,12,3,2,1,35,36,47,26,1
5,3,10,8,4,12,3,2,1,35,36,47,26,1
5,3,10,8,5,12,3,2,1,35,36,47,26,1
5,3,10,8,6,12,3,2,1,35,36,47,26,1
4,1,5,2,0,9,2,2,0,62,23,15,27,1
4,1,5,2,1,9,2,2,0,62,23,15,27,0
4,1,5,2,2,9,2,2,0,62,23,15,27,1
4,1,5,2,3,9,2,2,0,62,23,15,27,0
4,1,5,2,4,9,2,2,0,62,23,15,27,1
4,1,5,2,5,9,2,2,0,62,23,15,27,0
4,1,5,2,6,9,2,2,0,62,23,15,27,1
2,5,6,9,0,1,1,1,1,88,37,65,4,1
2,5,6,9,1,1,1,1,1,88,37,65,4,0
2,5,6,9,2,1,1,1,1,88,37,65,4,0
2,5,6,9,3,1,1,1,1,88,37,65,4,1
2,5,6,9,4,1,1,1,1,88,37,65,4,1
2,5,6,9,5,1,1,1,1,88,37,65,4,0
2,5,6,9,6,1,1,1,1,88,37,65,4,1
6,1,7,12,0,6,1,2,0,0,2,48,38,1
6,1,7,12,1,6,1,2,0,0,2,48,38,1
6,1,7,12,2,6,1,2,0,0,2,48,38,0
6,1,7,12,3,6,1,2,0,0,2,48,38,0
6,1,7,12,4,6,1,2,0,0,2,48,38,0
6,1,7,12,5,6,1,2,0,0,2,48,38,1
6,1,7,12,6,6,1,2,0,0,2,48,38,1
2,6,6,13,0,1,2,4,1,4,4,19,31,1
2,6,6,13,1,1,2,4,1,4,4,19,31,0
2,6,6,13,2,1,2,4,1,4,4,19,31,0
2,6,6,13,3,1,2,4,1,4,4,19,31,1
2,6,6,13,4,1,2,4,1,4,4,19,31,1
2,6,6,13,5,1,2,4,1,4,4,19,31,0
2,6,6,13,6,1,2,4,1,4,4,19,31,1
3,5,26,14,0,4,0,3,0,53,9,38,34,1
3,5,26,14,1,4,0,3,0,53,9,38,34,0
3,5,26,14,2,4,0,3,0,53,9,38,34,0
3,5,26,14,3,4,0,3,0,53,9,38,34,0
3,5,26,14,4,4,0,3,0,53,9,38,34,1
3,5,26,14,5,4,0,3,0,53,9,38,34,1
3,5,26,14,6,4,0,3,0,53,9,38,34,1
3,6,12,12,0,7,4,4,0,70,27,96,21,1
3,6,12,12,1,7,4,4,0,70,27,96,21,0
3,6,12,12,2,7,4,4,0,70,27,96,21,0
3,6,12,12,3,7,4,4,0,70,27,96,21,0
3,6,12,12,4,7,4,4,0,70,27,96,21,1
3,6,12,12,5,7,4,4,0,70,27,96,21,1
3,6,12,12,6,7,4,4,0,70,27,96,21,1
3,5,12,10,0,7,5,3,1,66,16,51,29,1
3,5,12,10,1,7,5,3,1,66,16,51,29,0
3,5,12,10,2,7,5,3,1,66,16,51,29,0
3,5,12,10,3,7,5,3,1,66,16,51,29,0
3,5,12,10,4,7,5,3,1,66,16,51,29,1
3,5,12,10,5,7,5,3,1,66,16,51,29,1
3,5,12,10,6,7,5,3,1,66,16,51,29,1
4,4,5,10,0,9,2,4,1,59,11,54,36,1
4,4,5,10,1,9,2,4,1,59,11,54,36,0
4,4,5,10,2,9,2,4,1,59,11,54,36,1
4,4,5,10,3,9,2,4,1,59,11,54,36,0
4,4,5,10,4,9,2,4,1,59,11,54,36,1
4,4,5,10,5,9,2,4,1,59,11,54,36,0
4,4,5,10,6,9,2,4,1,59,11,54,36,1
5,3,11,0,0,2,2,2,0,84,17,45,22,1
5,3,11,0,1,2,2,2,0,84,17,45,22,0
5,3,11,0,2,2,2,2,0,84,17,45,22,1
5,3,11,0,3,2,2,2,0,84,17,45,22,1
5,3,11,0,4,2,2,2,0,84,17,45,22,1
5,3,11,0,5,2,2,2,0,84,17,45,22,0
5,3,11,0,6,2,2,2,0,84,17,45,22,1
5,0,10,2,0,12,2,0,0,85,8,41,20,1
5,0,10,2,1,12,2,0,0,85,8,41,20,0
